0,5191 
1,4215 
2,4413 
3,7982 
4,9531 
5,7234 
6,6885 
7,8552 
8,9975 
9,9011 
10,6621 
11,6396 
12,4866 
13,3323 
14,2455 
15,1804 
16,830 
17,715 
